Fighter,Elo,Last_Fight,Weight Class,Is_Champion,Title_Defenses,Is_Former_Champion,Status,Record
Jamall Emmers,1029.0936247744617,2025-11-08,Featherweight,False,0,False,,5-4-0
Da'Mon Blackshear,1027.305433985157,2025-07-26,Bantamweight,False,0,False,,5-4-1
Jack Jenkins,1027.1098423743974,2025-09-27,Featherweight,False,0,False,,4-2-0
Jose Delgado,1026.103537520133,2025-10-25,Featherweight,False,0,False,,2-1-0
Cam Rowston,1025.999172296387,2025-09-27,Middleweight,False,0,False,,1-0-0
Gillian Robertson,1025.836242281364,2025-05-03,Women's Strawweight,False,0,False,,13-6-0
Jafel Filho,1025.8319721915227,2025-10-11,Flyweight,False,0,False,,3-2-0
Yousri Belgaroui,1025.4791872176515,2025-10-18,Middleweight,False,0,False,,1-0-0
Zach Reese,1025.2218595679121,2025-11-08,Catch Weight,False,0,False,,4-2-1
Morgan Charriere,1024.485222813133,2025-07-12,Featherweight,False,0,False,,3-2-0
Kennedy Nzechukwu,1024.2344038127171,2025-07-12,Heavyweight,False,0,False,,8-6-0
Terrance McKinney,1023.6332338240437,2025-06-28,Lightweight,False,0,False,,7-4-0
Melissa Croden,1023.402525721388,2025-10-18,Women's Bantamweight,False,0,False,,1-0-0
Gabriella Fernandes,1023.0942123105017,2025-08-09,Women's Flyweight,False,0,False,,3-2-0
Michelle Montague,1022.9503359384735,2025-09-27,Women's Bantamweight,False,0,False,,1-0-0
Billy Elekana,1022.7881265325332,2025-11-01,Light Heavyweight,False,0,False,,2-1-0
Ethyn Ewing,1022.7558956340757,2025-11-15,Featherweight,False,0,False,,1-0-0
Alden Coria,1022.5635645994732,2025-09-13,Flyweight,False,0,False,,1-0-0
Nora Cornolle,1021.691917805927,2025-08-02,Women's Bantamweight,False,0,False,,3-2-0
Mateusz Rebecki,1021.3842148898241,2025-10-25,Lightweight,False,0,False,,4-3-0
Islam Dulatov,1020.7099234801789,2025-07-19,Welterweight,False,0,False,,1-0-0
Stephanie Luciano,1020.614365061223,2025-10-18,Women's Strawweight,False,0,False,,2-1-0
Josh Hokit,1020.6,2025-11-08,Heavyweight,False,0,False,,1-0-0
Brando Pericic,1020.6,2025-09-27,Heavyweight,False,0,False,,1-0-0
Trey Waters,1020.5462285128291,2025-09-06,Welterweight,False,0,False,,2-1-0
Donte Johnson,1020.4781189462407,2025-11-01,Middleweight,False,0,False,,1-0-0
Bia Mesquita,1020.4769218844436,2025-10-11,Women's Bantamweight,False,0,False,,1-0-0
Jacobe Smith,1019.976781981585,2025-06-28,Welterweight,False,0,False,,2-0-0
Carli Judice,1019.8497712235046,2025-07-19,Women's Flyweight,False,0,False,,2-1-0
Montse Rendon,1019.7699005709517,2025-09-13,Women's Bantamweight,False,0,False,,2-1-0
Santiago Luna,1019.7296347261645,2025-09-13,Bantamweight,False,0,False,,1-0-0
Chidi Njokuani,1019.4961006234436,2025-07-12,Welterweight,False,0,False,,5-4-0
Jakub Wiklacz,1019.1907707803871,2025-10-04,Bantamweight,False,0,False,,1-0-0
Jimmy Crute,1019.0777254027133,2025-09-27,Light Heavyweight,False,0,False,,6-4-2
Luana Carolina,1018.5649152234896,2025-09-27,Women's Bantamweight,False,0,False,,6-4-0
Axel Sola,1018.4752916514642,2025-09-06,Welterweight,False,0,False,,1-0-0
Myktybek Orolbai,1018.4038820407278,2025-06-21,Catch Weight,False,0,False,,3-1-0
Danny Silva,1018.3603735741887,2025-08-02,Featherweight,False,0,False,,2-1-0
Azamat Bekoev,1018.234926259309,2025-10-18,Middleweight,False,0,False,,2-1-0
Charlie Campbell,1018.1899488953395,2025-09-27,Lightweight,False,0,False,,2-1-0
Mason Jones,1018.148290012809,2025-09-06,Lightweight,False,0,False,,3-2-1
Marco Tulio,1018.1131966698846,2025-11-08,Middleweight,False,0,False,,2-1-0
Themba Gorimbo,1018.0384919835027,2025-11-01,Welterweight,False,0,False,,4-3-0
Taiyilake Nueraji,1017.7723266919584,2025-08-23,Welterweight,False,0,False,,1-0-0
Jhonata Diniz,1017.4310742260786,2025-10-11,Heavyweight,False,0,False,,3-2-0
Hyder Amil,1017.334376591837,2025-11-08,Featherweight,False,0,False,,3-2-0
Veronica Hardy,1017.2766548952275,2025-10-04,Women's Flyweight,False,0,False,,5-5-0
Serghei Spivac,1017.02549052889,2025-06-07,Heavyweight,False,0,False,,8-6-0
Kyle Nelson,1016.6789881357299,2025-10-18,Lightweight,False,0,False,,5-5-1
Phil Rowe,1016.0118903729884,2025-11-01,Welterweight,False,0,False,,4-4-0
Malcolm Wellmaker,1015.3236780286549,2025-11-15,Featherweight,False,0,False,,2-1-0
Christian Rodriguez,1015.2215794780064,2025-08-09,Featherweight,False,0,False,,5-4-0
ChangHo Lee,1015.0638771886978,2025-11-01,Bantamweight,False,0,False,,2-1-0
Lone'er Kavanagh,1014.7558639677776,2025-08-23,Flyweight,False,0,False,,2-1-0
Steve Erceg,1014.2885920005818,2025-08-09,Bantamweight,False,0,False,,4-3-0
Patricio Freire,1013.6358920042557,2025-07-19,Featherweight,False,0,False,,1-1-0
Gilbert Burns,1012.6866253687007,2025-05-17,Welterweight,False,0,False,,15-9-0
Ante Delija,1012.6444190674295,2025-11-01,Heavyweight,False,0,False,,1-1-0
Calvin Kattar,1011.6573346782043,2025-07-12,Featherweight,False,0,False,,7-8-0
Kai Kara-France,1011.6512520409867,2025-06-28,Flyweight,False,0,False,,8-5-0
Court McGee,1011.5255596938583,2025-06-14,Welterweight,False,0,True,Former Champion,11-13-0
Sumudaerji,1011.4104284534857,2025-08-23,Flyweight,False,0,False,,5-4-0
Hamdy Abdelwahab,1011.2484732367487,2025-10-25,Heavyweight,False,0,False,,2-1-1
MarQuel Mederos,1010.7580238276166,2025-06-07,Lightweight,False,0,False,,3-0-0
Kyle Daukaus,1010.7162740047272,2025-11-15,Middleweight,False,0,False,,4-4-1
Eryk Anders,1010.4982825274909,2025-08-09,Middleweight,False,0,False,,9-9-1
Julia Polastri,1009.3290417715947,2025-10-11,Women's Strawweight,False,0,False,,2-2-0
Andreas Gustafsson,1008.3456606135854,2025-09-06,Welterweight,False,0,False,,1-1-0
Melquizael Costa,1008.2767024885106,2025-05-17,Featherweight,False,0,False,,5-2-0
Felipe Lima,1008.1964393687398,2025-06-28,Bantamweight,False,0,False,,2-1-0
Timmy Cuamba,1007.8607852763109,2025-11-01,Bantamweight,False,0,False,,2-2-0
Amanda Ribas,1007.8094912236814,2025-07-26,Women's Strawweight,False,0,False,,7-6-0
Jamie Mullarkey,1007.29361543148,2025-09-27,Lightweight,False,0,False,,6-6-0
Dustin Jacoby,1007.1468447786758,2025-05-31,Light Heavyweight,False,0,False,,9-6-1
Robert Bryczek,1006.7829999272028,2025-09-06,Middleweight,False,0,False,,1-1-0
Ryan Loder,1006.1395932432271,2025-05-03,Middleweight,False,0,True,Former Champion,1-1-0
Oban Elliott,1005.9717602325552,2025-06-21,Welterweight,False,0,False,,3-1-0
JeongYeong Lee,1005.6824731100102,2025-05-10,Featherweight,False,0,True,Former Champion,2-2-0
Max Griffin,1005.3123538701495,2025-07-12,Welterweight,False,0,False,,8-10-0
Claudio Puelles,1005.2519796114998,2025-09-13,Lightweight,False,0,False,,5-4-0
Austin Bashi,1004.5824975413099,2025-08-02,Featherweight,False,0,False,,1-1-0
Lauren Murphy,1003.8968764395165,2025-07-12,Women's Flyweight,False,0,False,,8-7-0
Uran Satybaldiev,1003.8728047253651,2025-08-23,Light Heavyweight,False,0,False,,1-1-0
Viviane Araujo,1003.5093391735917,2025-06-28,Women's Flyweight,False,0,False,,7-6-0
Andrey Pulyaev,1003.2028568828486,2025-08-02,Middleweight,False,0,False,,1-1-0
Mohammed Usman,1002.3016320981824,2025-06-21,Heavyweight,False,0,False,,4-2-0
Daniel Zellhuber,1002.0104530232968,2025-07-19,Lightweight,False,0,False,,3-3-0
Isaac Dulgarian,1001.5614948164636,2025-11-01,Featherweight,False,0,False,,2-2-0
Djorden Santos,1001.5493041571162,2025-10-18,Middleweight,False,0,False,,1-1-0
Shauna Bannon,1001.3683126909503,2025-09-06,Women's Strawweight,False,0,False,,2-2-0
Dione Barbosa,1001.2490881479374,2025-08-16,Women's Flyweight,False,0,False,,2-2-0
Julius Walker,1001.2184827053787,2025-08-09,Light Heavyweight,False,0,False,,1-1-0
Rongzhu,1001.1706025135658,2025-08-23,Lightweight,False,0,False,,3-3-0
Michael Aswell Jr.,1000.8414757929503,2025-10-11,Featherweight,False,0,False,,1-1-0
Colby Thicknesse,999.8079870010084,2025-09-27,Bantamweight,False,0,False,,1-1-0
Gauge Young,999.6976941651266,2025-08-23,Lightweight,False,0,False,,1-1-0
Lucas Rocha,999.4476442596707,2025-10-11,Flyweight,False,0,False,,1-1-0
Tallison Teixeira,999.0929591082564,2025-07-12,Heavyweight,False,0,False,,1-1-0
Clayton Carpenter,999.0038477726841,2025-10-11,Flyweight,False,0,False,,2-2-0
Elves Brener,998.8615840273393,2025-08-02,Lightweight,False,0,False,,3-3-0
Ariane Carnelossi,998.5498788988583,2025-11-01,Women's Strawweight,False,0,False,,3-3-0
Austin Vanderford,998.5178602592586,2025-10-04,Welterweight,False,0,False,,1-1-0
JooSang Yoo,998.0955550287266,2025-10-04,Catch Weight,False,0,False,,1-1-0
Steven Nguyen,997.7258435998386,2025-07-26,Featherweight,False,0,False,,1-1-0
Nursulton Ruziboev,997.6396935338031,2025-05-17,Middleweight,False,0,False,,4-1-0
Alice Ardelean,997.146063922594,2025-11-01,Women's Strawweight,False,0,False,,2-2-0
Giga Chikadze,996.1032053711106,2025-04-26,Featherweight,False,0,False,,8-3-0
Daria Zhelezniakova,995.872062501757,2025-06-21,Women's Bantamweight,False,0,False,,2-1-0
Matheus Camilo,995.6766518479513,2025-11-15,Lightweight,False,0,False,,1-1-0
Miles Johns,995.4961161860484,2025-11-08,Bantamweight,False,0,False,,6-5-1
Bolaji Oki,995.3368342863666,2025-09-06,Lightweight,False,0,False,,2-2-0
Danny Barlow,995.3197217428659,2025-10-18,Middleweight,False,0,False,,2-2-0
Carlos Leal,994.9365394702484,2025-07-26,Welterweight,False,0,False,,1-2-0
Nate Landwehr,994.8583993622276,2025-07-12,Featherweight,False,0,False,,5-5-0
Mansur Abdul-Malik,994.8152904315374,2025-06-14,Middleweight,False,0,False,,2-0-1
Miesha Tate,994.6171165965169,2025-05-03,Women's Bantamweight,False,0,True,Former Champion,7-7-0
Angela Hill,994.3390388932161,2025-11-15,Women's Strawweight,False,0,False,,13-16-0
Khaos Williams,994.313887429755,2025-06-07,Welterweight,False,0,False,,6-4-0
Aoriqileng,994.2363988620156,2025-10-18,Bantamweight,False,0,False,,4-4-1
Tainara Lisboa,993.3557095086264,2025-10-18,Women's Bantamweight,False,0,False,,2-2-0
Luana Santos,992.3627830541151,2025-05-17,Women's Bantamweight,False,0,False,,4-1-0
Wang Cong,991.6062665488735,2025-06-07,Women's Flyweight,False,0,False,,3-1-0
Song Yadong,990.6085863314644,2025-02-22,Bantamweight,False,0,False,,11-3-1
Ismael Bonfim,990.4119555821594,2025-11-08,Lightweight,False,0,False,,2-3-0
Matt Frevola,990.3880227408722,2025-10-18,Lightweight,False,0,False,,5-6-1
Ibo Aslan,990.2186158076576,2025-07-26,Light Heavyweight,False,0,False,,2-2-0
Aaron Pico,988.8158876682661,2025-08-16,Featherweight,False,0,False,,0-1-0
Jose Ochoa,987.2803707566089,2025-07-26,Flyweight,False,0,False,,1-2-0
Ismail Naurdiev,987.15557506226,2025-06-21,Middleweight,False,0,False,,3-3-0
Jamey-Lyn Horth,987.0087601292147,2025-06-14,Women's Flyweight,False,0,False,,3-2-0
Ricardo Ramos,986.9132122829881,2025-10-11,Featherweight,False,0,False,,8-7-0
Julian Erosa,986.8847866249776,2025-05-17,Featherweight,False,0,False,,9-8-0
Santiago Ponzinibbio,985.5325197116301,2025-05-03,Welterweight,False,0,False,,12-8-0
Xiao Long,985.4789810332425,2025-08-23,Bantamweight,False,0,False,,1-2-0
Alessandro Costa,985.3642589106104,2025-09-13,Flyweight,False,0,False,,2-3-0
Ketlen Souza,985.0046639882257,2025-08-02,Women's Strawweight,False,0,False,,2-3-0
Marcus Buchecha,984.853340597216,2025-07-26,Heavyweight,False,0,False,,0-1-0
Thomas Petersen,984.2941992023527,2025-10-11,Heavyweight,False,0,False,,2-3-0
Felipe Bunes,983.9750730681682,2025-08-02,Flyweight,False,0,False,,1-2-0
Robert Ruchala,983.8227380065686,2025-09-06,Featherweight,False,0,False,,0-1-0
Rodolfo Bellato,982.9368208537749,2025-09-27,Light Heavyweight,False,0,False,,1-1-2
Jordan Leavitt,982.7627875916809,2025-05-31,Lightweight,False,0,False,,5-3-0
Louie Sutherland,982.1536918305324,2025-10-25,Heavyweight,False,0,False,,0-1-0
Mitch Raposo,982.0760323568232,2025-10-25,Flyweight,False,0,False,,1-2-0
Tre'ston Vines,981.7751253683416,2025-10-04,Middleweight,False,0,False,,0-1-0
Adam Fugitt,981.5349148284618,2025-07-19,Welterweight,False,0,False,,2-3-0
Bruno Silva,981.3749534551456,2025-10-18,Flyweight,False,0,False,,9-11-1
Nathan Fletcher,981.3523365620688,2025-08-02,Bantamweight,False,0,False,,1-2-0
Harry Hardwick,980.7763492258633,2025-09-06,Lightweight,False,0,False,,0-1-0
Karolina Kowalkiewicz,980.3351493683886,2025-10-11,Women's Strawweight,False,0,False,,9-10-0
Ramon Taveras,980.1718934304358,2025-09-27,Featherweight,False,0,False,,1-2-0
Alice Pereira,979.9833250292602,2025-09-13,Women's Bantamweight,False,0,False,,0-1-0
Eric McConico,979.9138643235741,2025-11-15,Middleweight,False,0,False,,1-2-0
Luan Lacerda,979.855808493234,2025-10-11,Bantamweight,False,0,False,,1-2-0
Paul Craig,979.5684865491534,2025-09-06,Light Heavyweight,False,0,False,,9-10-2
Kevin Christian,979.5634863533725,2025-11-01,Light Heavyweight,False,0,False,,0-1-0
Elisha Ellison,979.4,2025-09-27,Heavyweight,False,0,False,,0-1-0
Max Gimenis,979.4,2025-11-08,Heavyweight,False,0,False,,0-1-0
Tuco Tokkos,978.9707223313557,2025-07-12,Light Heavyweight,False,0,False,,1-2-0
Matt Schnell,978.8172317266173,2025-11-08,Flyweight,False,0,False,,7-8-1
John Yannis,978.1933954106223,2025-08-02,Featherweight,False,0,False,,0-1-0
Eric Nolan,978.0,2025-08-16,Middleweight,False,0,False,,0-1-0
Priscila Cachoeira,975.949938157055,2025-08-09,Women's Bantamweight,False,0,False,,5-7-0
Bogdan Grad,975.6269564258929,2025-06-21,Featherweight,False,0,False,,1-1-0
Gerald Meerschaert,975.4770662291837,2025-11-15,Middleweight,False,0,False,,12-13-0
Brad Katona,974.9888524282212,2025-05-10,Bantamweight,False,0,True,Former Champion,4-5-0
Kaan Ofli,974.0113814063942,2025-10-11,Featherweight,False,0,False,,1-2-0
Melissa Mullins,973.5442470440722,2025-06-21,Women's Bantamweight,False,0,False,,2-2-0
Grant Dawson,973.1297089351239,2025-01-18,Lightweight,False,0,False,,11-1-1
Klaudia Sygula,972.9573917814457,2025-06-21,Women's Bantamweight,False,0,False,,1-1-0
Sodiq Yusuff,972.6157395005557,2025-05-17,Lightweight,False,0,False,,6-4-0
Nikolas Motta,972.4861860208716,2025-06-21,Lightweight,False,0,False,,3-3-1
Melissa Martinez,971.2285936445984,2025-07-12,Women's Strawweight,False,0,False,,1-2-0
Brendson Ribeiro,970.839137396407,2025-09-06,Light Heavyweight,False,0,False,,2-4-0
Sean Woodson,970.0923313922568,2025-04-12,Featherweight,False,0,False,,7-2-1
Yizha,969.9355593806,2025-08-23,Featherweight,False,0,False,,1-2-0
Patchy Mix,969.3173692360964,2025-10-04,Bantamweight,False,0,False,,0-2-0
Quang Le,969.2030692770824,2025-09-13,Bantamweight,False,0,False,,1-3-0
Yan Xiaonan,969.0605872195807,2025-04-12,Women's Strawweight,False,0,False,,9-4-0
Tresean Gore,968.2654556365552,2025-08-02,Middleweight,False,0,False,,2-4-0
Thiago Moises,968.0674253470174,2025-05-17,Lightweight,False,0,False,,8-7-0
Marc-Andre Barriault,967.4243465764436,2025-07-26,Middleweight,False,0,False,,6-9-1
Rodrigo Sezinando,966.01,2025-09-13,Welterweight,False,0,False,,0-1-0
Cody Brundage,966.0014888084855,2025-08-09,Light Heavyweight,False,0,False,,5-6-2
Mayra Bueno Silva,965.9757339397601,2025-11-08,Women's Bantamweight,False,0,False,,5-6-2
Kevin Borjas,965.500862200386,2025-08-23,Flyweight,False,0,False,,1-3-0
Darren Elkins,964.7994934550147,2025-04-12,Featherweight,False,0,False,,19-11-0
Kai Asakura,964.7676362840297,2025-08-16,Flyweight,False,0,False,,0-2-0
Cody Durden,964.6797010911843,2025-11-01,Catch Weight,False,0,False,,6-7-1
Chris Barnett,964.6176301061819,2025-10-25,Heavyweight,False,0,False,,2-4-0
Nikolay Veretennikov,964.0580993705563,2025-10-04,Welterweight,False,0,False,,1-3-0
Gilbert Urbina,963.790884029522,2025-08-09,Welterweight,False,0,False,,1-3-0
Nicolas Dalby,963.4172201594963,2025-04-26,Welterweight,False,0,False,,7-5-2
Lucas Almeida,963.2949548325286,2025-10-11,Featherweight,False,0,False,,2-4-0
Dusko Todorovic,963.1742656579738,2025-09-13,Middleweight,False,0,False,,4-6-0
Ode Osbourne,962.8456227470938,2025-08-09,Bantamweight,False,0,False,,5-7-0
Alvin Hines,962.084723809434,2025-06-28,Heavyweight,False,0,False,,0-1-0
Rizvan Kuniev,961.9786490335987,2025-06-21,Heavyweight,False,0,False,,0-1-0
Jackson McVey,961.7151034205849,2025-11-08,Catch Weight,False,0,False,,0-2-0
Alibi Idiris,960.9705843458596,2025-08-16,Flyweight,False,0,False,,0-1-0
Westin Wilson,960.9698960948189,2025-08-23,Featherweight,False,0,False,,1-3-0
Ravena Oliveira,960.8274477657387,2025-10-18,Women's Strawweight,False,0,False,,0-2-0
Stewart Nicoll,960.7370751400986,2025-10-11,Flyweight,False,0,False,,0-2-0
Niko Price,960.2896963056018,2025-06-28,Welterweight,False,0,False,,8-9-2
Yanal Ashmouz,960.0917033643525,2025-06-07,Lightweight,False,0,False,,2-2-0
Colby Covington,960.0363700584567,2024-12-14,Welterweight,False,0,True,Former Champion,12-5-0
Sedriques Dumas,959.3048973815402,2025-11-01,Middleweight,False,0,False,,3-4-1
Junior Tafa,959.2979829491911,2025-07-12,Light Heavyweight,False,0,False,,2-4-0
Azat Maksum,959.2883467835377,2025-10-25,Flyweight,False,0,False,,1-3-0
Irina Alekseeva,958.7664759488387,2025-10-11,Women's Bantamweight,False,0,False,,1-3-0
Josias Musasa,958.4166028709204,2025-09-27,Bantamweight,False,0,False,,0-2-0
Nicolle Caliari,958.2431364723892,2025-07-19,Women's Flyweight,False,0,False,,0-2-0
Luis Gurule,957.6322106387239,2025-09-13,Flyweight,False,0,False,,0-2-0
Nick Klein,957.6263432244165,2025-08-02,Middleweight,False,0,False,,0-2-0
Mitch Ramirez,957.2948781763776,2025-07-12,Lightweight,False,0,False,,0-2-0
Maheshate,956.9410037369835,2025-08-23,Lightweight,False,0,False,,2-4-0
Diyar Nurgozhay,956.5450675427807,2025-08-23,Light Heavyweight,False,0,False,,0-2-0
Gunnar Nelson,955.8227975304625,2025-03-22,Welterweight,False,0,False,,10-6-0
Raul Rosas Jr.,955.8141966300009,2025-03-29,Bantamweight,False,0,False,,5-1-0
Daniel Frunza,955.3783639543899,2025-11-01,Welterweight,False,0,False,,0-2-0
Tofiq Musayev,955.152175387591,2025-06-21,Catch Weight,False,0,False,,0-1-0
Vanessa Demopoulos,954.9315937106513,2025-06-14,Women's Flyweight,False,0,False,,5-5-0
Arman Tsarukyan,954.854605310116,2024-04-13,Lightweight,False,0,False,,9-2-0
Bruno Lopes,954.7997684786624,2025-05-31,Light Heavyweight,False,0,False,,1-1-0
Toshiomi Kazama,953.4074288547871,2025-08-09,Bantamweight,False,0,False,,1-3-0
Francisco Prado,951.1346727219988,2025-07-19,Welterweight,False,0,False,,1-4-0
Germaine de Randamie,950.8417418251089,2024-04-06,Women's Bantamweight,False,0,True,Former Champion,7-3-0
Cameron Smotherman,950.6773091463597,2025-06-14,Bantamweight,False,0,False,,1-2-0
Dustin Stoltzfus,949.5938872773933,2025-09-13,Middleweight,False,0,False,,3-7-0
Marcin Prachnio,949.3686906033221,2025-07-19,Light Heavyweight,False,0,False,,4-7-0
Gabe Green,949.0912073783247,2025-05-17,Lightweight,False,0,False,,3-3-0
Andre Lima,947.8335985238987,2025-03-15,Flyweight,False,0,False,,4-0-0
Serhiy Sidey,947.7111256746094,2025-05-03,Bantamweight,False,0,False,,2-1-0
Manuel Torres,946.7652360608582,2025-03-29,Lightweight,False,0,False,,4-1-0
Anthony Smith,945.9604380017344,2025-04-26,Light Heavyweight,False,0,False,,13-12-0
Joanderson Brito,945.8460611955537,2025-04-05,Featherweight,False,0,False,,5-3-0
Movsar Evloev,945.3567786087975,2024-12-07,Featherweight,False,0,False,,9-0-0
Ariane da Silva,943.9260766051689,2025-06-07,Women's Flyweight,False,0,False,,6-8-0
Rafael Cerquiera,943.4040844713863,2025-08-09,Light Heavyweight,False,0,False,,0-3-0
Mark Choinski,942.8876269498769,2025-06-07,Lightweight,False,0,False,,0-1-0
Kiefer Crosbie,942.5025041831393,2025-08-23,Welterweight,False,0,False,,0-3-0
Ivan Erslan,942.2848257777993,2025-09-27,Light Heavyweight,False,0,False,,0-3-0
Alatengheili,942.2805394081454,2025-04-26,Bantamweight,False,0,False,,5-3-1
Brogan Walker,941.1031235993298,2025-10-04,Women's Flyweight,False,0,False,,0-3-0
Manel Kape,940.3929925255537,2025-03-01,Flyweight,False,0,False,,6-3-0
Bekzat Almakhan,940.0037849138312,2025-05-10,Bantamweight,False,0,False,,1-1-0
Viacheslav Borshchev,939.4105911107818,2025-11-15,Lightweight,False,0,False,,3-6-1
Mick Parkin,939.364653680837,2025-03-22,Heavyweight,False,0,False,,4-1-0
Jose Daniel Medina,939.005865032655,2025-09-13,Middleweight,False,0,False,,0-3-0
Mohammad Yahya,938.6773996037497,2025-07-26,Featherweight,False,0,False,,0-3-0
Montserrat Conejo Ruiz,938.4296401517719,2025-11-01,Women's Strawweight,False,0,False,,1-4-0
Evan Elder,938.1736962295457,2025-04-26,Lightweight,False,0,False,,3-2-0
Jim Miller,937.5325192167169,2025-04-12,Lightweight,False,0,False,,27-18-1
Cody Gibson,936.7823766419748,2025-10-18,Bantamweight,False,0,False,,3-7-0
Ange Loosa,936.6012146648135,2025-06-14,Welterweight,False,0,False,,2-3-1
Shavkat Rakhmonov,936.5478547712062,2024-12-07,Welterweight,False,0,False,,7-0-0
Rhys McKee,936.1483687111993,2025-09-06,Welterweight,False,0,False,,1-5-0
Marina Rodriguez,935.4499226632734,2025-05-03,Women's Strawweight,False,0,False,,7-6-2
